date,title,stock,sentiment
2016-06-08,Philanthropist Bill Gates to donate 100 000 chicks to fight poverty,MSFT,1
2016-06-08,How Is American Funds Washington Mutual Investors Fund Class F 2 Fund  WMFFX  Performing ,MSFT,1
2016-06-07,Yahoo Puts Patents Up For Sale  Hires Investment Bank,MSFT,1
2016-06-07,Cousins   Hines Ink Lease With Microsoft At 8000 Avalon ,MSFT,1
2016-06-07,Fed Labor Market Conditions Index Continues To Fall,MSFT,0
2016-06-07,Is American Funds American Balanced Class C Fund  BALCX  Worth Another Look ,MSFT,1
2016-06-06,Oracle whistleblower suit raises questions over cloud accounting,MSFT,0
2016-06-06,Today s Trading Plan  Choppy Price Action,MSFT,0
2016-06-05,Globalstar Stock  Why It Fell So Hard,MSFT,0
2016-06-03,Moody s downgrades Finland s credit rating from Triple A to Aaa,MSFT,0
2016-06-02,Tech moguls declare era of artificial intelligence,MSFT,1
2016-06-02,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 27 ,MSFT,1
2016-06-02,5 Must Have Stocks To Own Ahead Of Q2 Earnings Season,MSFT,1
2016-06-02,SPX Looks To Break Out Of Sideways Trading,MSFT,1
2016-06-02,TiVo Well Poised On Growth Initiatives  Should You Hold ,MSFT,1
2016-06-02,Dow 30 Stock Roundup  Boeing Wins  3 2B Airforce Contract  Microsoft Sells Patents To Xiaomi,MSFT,0
2016-06-01,Spend More  Buy The Same,MSFT,1
2016-06-01,Microsoft sells patents to Xiaomi  builds  long term partnership ,MSFT,1
2016-06-01,Microsoft  MSFT  Inks Patent Deal With China s Xiaomi,MSFT,1
2016-05-31,AT T Counters Verizon s Bid To Acquire Yahoo,MSFT,0
2016-05-31,Salesforce  CRM  Gaining Momentum On Strong Q1 Results,MSFT,1
2016-05-31,Facebook  Twitter  YouTube  Microsoft back EU hate speech rules,MSFT,0
2016-05-31,EU hate speech deal shows mounting pressures over internet content blocking,MSFT,0
2016-05-29,Sears Reports Big Loss As Valeant Rises,MSFT,0
2016-05-29,Java For All  Google Wins  9 Billion Battle,MSFT,1
2016-05-29,Gold On Strike  Econ Spike  Fed To Hike    ,MSFT,0
2016-05-27,Exclusive  Verizon turns to former Yahoo bankers for bid   sources,MSFT,0
2016-05-27,Push to expand FBI surveillance authority threatens U S  email privacy bill,MSFT,1
2016-05-27,Chinese users criticize Microsoft s push for Windows 10 upgrade  Xinhua,MSFT,0
2016-05-26,Finnish government criticizes Microsoft for job cuts   broken promises ,MSFT,0
2016-05-26,Facebook And Microsoft Team Up To Build Underwater Cable ,MSFT,1
2016-05-26,Amazon Web Services To Host All Core Salesforce Products,MSFT,1
2016-05-26,Can This Enterprise Tech Company Compete With Amazon ,MSFT,0
2016-05-26,Videogame Stock Roundup  GameStop s Earnings  Sony s Tepid Forecast  Microsoft s VR Xbox   More ,MSFT,0
2016-05-26,Microsoft  Facebook to build transatlantic subsea cable,MSFT,1
2016-05-26,Microsoft To Streamline Smartphones,MSFT,1
2016-05-25,HP Enterprise unit s merger with CSC no shield from cloudburst,MSFT,0
2016-05-25,Microsoft to cut 1 850 jobs at struggling smartphone unit,MSFT,0
2016-05-25,Economic Data Boost Rate Hike Expectations,MSFT,1
2016-05-25,Microsoft  MSFT  Looks To Launch VR Capable Xbox In 2017,MSFT,1
2016-05-25,GoPro  GPRO  Signs Multi Year Partnership With Red Bull,MSFT,1
2016-05-24,U S  stocks soar as homebuilder  tech sectors boost the major indices,MSFT,0
2016-05-24,Positive Momentum Likely To Prevail,MSFT,1
2016-05-24,Red Bull deal gives GoPro wings,MSFT,1
2016-05-24,Banks and tech drive Wall Street up over 1 percent,MSFT,1
2016-05-24,Rate Hike Expectations Weigh On Markets,MSFT,1
2016-05-24,Are Hedge Fund Managers The New Value Investors ,MSFT,1
2016-05-24,Nokia could cut 10 000 15 000 jobs worldwide  union,MSFT,1
2016-05-24,GDP  Oil Prices  Debt Levels Point To Positive Open,MSFT,1
2016-05-24,Polycom  PLCM  Stock Up On New Takeover Bid From PE Firm,MSFT,1
2016-05-24,The Zacks Analyst Blog Highlights  Alphabet  Cisco  Amazon  Microsoft And Netflix,MSFT,1
2016-05-24,Earnings Watch  Specialty Retailers On Deck,MSFT,1
2016-05-23,Wall Street dips  Apple gain fails to offset rate worries,MSFT,1
2016-05-23,Ingram Micro  IM  Expands Cloud Marketplace In Singapore ,MSFT,0
2016-05-23,U S  stocks flat as Fed speak outweighs technology  materials rally ,MSFT,0
2016-05-23,With HoloLens  Microsoft aims to avoid Google s mistakes,MSFT,1
2016-05-22,Campaigner confident anti elite winds will deliver Brexit,MSFT,1
2016-05-22,What s In The Cards For Splunk  SPLK  In Q1 Earnings ,MSFT,1
2016-05-20,Microsoft to crack down on content promoting extremist acts,MSFT,1
2016-05-19,Computer Sciences  CSC  Q4 Earnings  Will It Disappoint ,MSFT,1
2016-05-19,Autodesk  ADSK  Q1 Loss In Line With Estimates  Sales Lag ,MSFT,0
2016-05-19,Videogame Stock Roundup  Take Two s Earnings Beat  Sony s Investment In AI  Nintendo s Movie Dreams ,MSFT,1
2016-05-19,S P 500 at lowest since March as rate fears set in,MSFT,0
2016-05-18,Microsoft to sell feature phone business to Foxconn subsidiary  HMD Global,MSFT,0
2016-05-18,Time To Short Salesforce ,MSFT,0
2016-05-18,Alphabet Pitches Google Home Up Against Amazon s Echo,MSFT,1
2016-05-18,  Top 5 Things to watch today ,MSFT,1
2016-05-18,Nokia name to return to mobile phones after licensing deal,MSFT,1
2016-05-17,Microsoft leads Dow lower as browser market share falls behind Firefox,MSFT,0
2016-05-17,Guide To Vanguard Wellesley Income Investor Fund  VWINX ,MSFT,1
2016-05-17,Microsoft says UK staying in EU important for investment,MSFT,0
2016-05-17,U S  stocks slip as positive data unhinges Fed speculation,MSFT,1
2016-05-17,U S  stocks tumble  as Fed members see potential for multiple rate hikes,MSFT,1
2016-05-17,Overview Of Vanguard Dividend Growth Investor Fund  VDIGX  ,MSFT,1
2016-05-16,Betting on a Trump win or a North Korea H bomb  a predictions site gains traction,MSFT,1
2016-05-15,What To Expect From Autodesk  ADSK  In Q1 Earnings ,MSFT,0
2016-05-15,Intro Guide To The First Eagle Global A Fund  SGENX ,MSFT,1
2016-05-13,3 Top Ranked Dreyfus Mutual Funds To Consider,MSFT,1
2016-05-12,Bitcoin s Murky World,MSFT,1
2016-05-12,Google Adds Payday Loans To Dangerous Products List,MSFT,1
2016-05-12,Alibaba Partners Softbank To Offer Cloud Solutions In Japan,MSFT,1
2016-05-12,Wall Street mixed as Apple tumbles to two year low,MSFT,0
2016-05-12,Device makers  telecoms face competing government demands on privacy,MSFT,1
2016-05-11,How Is American Funds Capital Income Builder A Fund  CAIBX  Performing ,MSFT,0
2016-05-11,Exclusive  Security bug SAP patched years ago draws U S  government alert,MSFT,0
2016-05-11,Is American Funds Income Fund Of America A Fund  AMECX  Worth Another Look ,MSFT,0
2016-05-09,Earnings Watch  Is Cloud Market Saturated ,MSFT,0
2016-05-09,U S  investigates security of mobile devices,MSFT,0
2016-05-06,Mail ru denies mass password breach  researcher stands by findings,MSFT,1
2016-05-05,Is The End Near For Tableau ,MSFT,0
2016-05-05,SAP teams up with Apple to bring SAP s HANA to iOS,MSFT,1
2016-05-05,Pakistan  Indonesia lead in malware attacks  Microsoft report,MSFT,0
2016-05-05,Ford invests  182 2 million in software company Pivotal ,MSFT,1
2016-05-04,Exclusive  Big data breaches found at major email services   expert,MSFT,1
2016-05-02,3 Strong Buy Legg Mason Mutual Funds To Invest In,MSFT,1
2016-05-02,U S  stocks kick off May with rally  as NASDAQ halts 7 day losing skid,MSFT,0
2016-05-02,What s In Store For MINDBODY  MB  This Earnings Season ,MSFT,1
2016-05-02,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 66 ,MSFT,1
2016-05-02,Capital Group leaders look to rein in inflated CEO pay,MSFT,1
2016-05-01,Weak GDP Raises Investor Doubts,MSFT,0
2016-05-01,MSFT   48 Key Price,MSFT,1
2016-04-29,Google faces first EU fine in 2016 with no deal on cards  sources,MSFT,1
2016-04-29,Should You Buy Microsoft  MSFT  Now ,MSFT,1
2016-04-28,Amazon Smashes 1Q Earnings Estimates  AWS Still The Star,MSFT,1
2016-04-28,WANdisco Inks IBM Deal ,MSFT,1
2016-04-28,2 Things To Watch For When Amazon Reports,MSFT,1
2016-04-27,Smaller tech stocks thrive even as large names get hammered,MSFT,1
2016-04-27,Amid talk of  peak iPhone   Apple s prospects hinge on next model,MSFT,1
2016-04-27,German nuclear plant infected with computer viruses  operator says,MSFT,0
2016-04-27,Nintendo sees smartphone games  new console pushing up FY profit,MSFT,1
2016-04-27,As iPhone sales slump  Apple bets on services from apps to music,MSFT,0
2016-04-27,Tokyo shares plunge as BoJ holds steady  Asia mixed in busy data day,MSFT,1
2016-04-27,Email privacy bill unanimously passes U S  House,MSFT,0
2016-04-26,Apple s nine year iPhone juggernaut stops with first sales decline ,MSFT,1
2016-04-25,U S  futures point to moderately lower open in cautious trade,MSFT,1
2016-04-25,Dow off 100 points ahead of the Fed and a bout of earnings,MSFT,1
2016-04-25,Wind energy converter inspired by ancient boats,MSFT,1
2016-04-25,NASDAQ Tumbles On Weak MSFT And GOOGL Earnings,MSFT,0
2016-04-25,iFOREX Daily Analysis   April 25  2016,MSFT,1
2016-04-24,Stocks Rebound From Lows To Finish Mixed,MSFT,0
2016-04-24,Most Indexes Strong  While Nasdaq Lags As Usual,MSFT,0
2016-04-24,Sell In May And Go Away,MSFT,0
2016-04-24,Microsoft Stock  Here s Why It s Tanking,MSFT,0
2016-04-24,Shares in Asia see Tokyo down on yen strength  China refinance eyed,MSFT,1
2016-04-22,U S  stocks mixed as Microsoft  Alphabet weigh on major indices,MSFT,0
2016-04-22,Sentiments Weighed Down By Earnings  Yen Stays Weak,MSFT,0
2016-04-22,Spy chief pressed for number of Americans ensnared in data espionage,MSFT,1
2016-04-22,Microsoft  Google agree to drop complaints against each other,MSFT,1
2016-04-22,iFOREX Daily Analysis   April 22  2016,MSFT,1
2016-04-22,Market Update,MSFT,1
2016-04-22,Stocks Down On Weak Corporate Earnings,MSFT,0
2016-04-22,Wall Street futures react to earnings reports  oil struggles for gains,MSFT,1
2016-04-22,Microsoft revenue  profit miss estimates,MSFT,0
2016-04-22,U S  stocks slump on weak earnings  oil continues to rally,MSFT,0
2016-04-22,U S  stocks mixed at close of trade  Dow Jones Industrial Average up 0 12 ,MSFT,0
2016-04-22,Amazon  AMZN  1Q Earnings Preview  Watch Out For Rising Costs,MSFT,1
2016-04-22,Microsoft  Google Doing Their Part To Kill The Rally,MSFT,1
2016-04-22,Economic Calendar And Watch Lists  UA  YUM  URI  WYNN,MSFT,1
2016-04-22,Key Mornings Earnings for April 22  AAL  KMB  MCD,MSFT,1
2016-04-22,Why is Advanced Micro Devices  AMD  Stock Rallying Today ,MSFT,0
2016-04-22,Alphabet Slips on Q1 Earnings Miss  4 ETFs in Focus,MSFT,0
2016-04-21,Wall Street cedes ground after mixed bag of earnings,MSFT,1
2016-04-21,U S  stocks fall sharply as defensive sectors weigh on the major indices,MSFT,0
2016-04-21,Top 5 things to watch today ,MSFT,1
2016-04-21,Can The Cloud Save Microsoft s Slumping Business ,MSFT,0
2016-04-20,EU hits Google with second antitrust charge,MSFT,1
2016-04-20,U S  court rejected claim FBI use of spy data is unconstitutional,MSFT,0
2016-04-20,How Swedish start up Neo Technology helped crack the Panama Papers,MSFT,1
2016-04-19,VMware s Earnings  3 Things To Watch,MSFT,1
2016-04-18,EU competition chief set to charge Google with Android abuse  sources,MSFT,1
2016-04-18,IBM Earnings Watch  Is Watson Working ,MSFT,0
2016-04-18,Bill Gates says U S  needs limits on covert email searches,MSFT,0
2016-04-18,Tencent s Pony Ma says to give shares worth  2 billion to charity,MSFT,1
2016-04-17,SPX Earnings Update  Big Jump In Forward Estimate,MSFT,1
2016-04-17,5 Things to Watch on the Economic Calendar This Week,MSFT,1
2016-04-15,U S  agency advises Windows PC users remove Apple s QuickTime over bugs,MSFT,0
2016-04-15,Lone Pine s Cypress Fund down 8 percent in first quarter  hurt by Valeant,MSFT,0
2016-04-14,Apple to donate a portion of App Sales to support the environment,MSFT,1
2016-04-14,Microsoft sues U S  government over data requests,MSFT,0
2016-04-13,Long stalled email privacy bill advances in Congress,MSFT,0
2016-04-12,EU privacy watchdogs could seek U S  data pact review in two years,MSFT,0
2016-04-12,Facebook s next frontier  chatbots  live video,MSFT,1
2016-04-11,Microsoft offers first major endorsement of new EU U S  data pact,MSFT,1
2016-04-08,Bosch considers stake in digital mapping company HERE,MSFT,1
2016-04-08,WANdisco  Does The Cloud Have A Silver Lining  ,MSFT,0
2016-04-07,Google mulls bid for Yahoo s core business  Bloomberg,MSFT,1
2016-04-06,U S  companies use social media to denounce laws seen as anti gay,MSFT,1
2016-04-06,Nokia to cut thousands of jobs following Alcatel deal,MSFT,1
2016-04-06,Daimler confirms HERE in talks with Amazon  Microsoft,MSFT,1
2016-04-05,San Francisco could be first U S  city with fully paid parental leave,MSFT,1
2016-04-04,Senate expected to pass trade secrets bill,MSFT,0
2016-04-03,Bernie Sanders  ghost tweeter keeps his Brooklyn accent,MSFT,1
2016-04-01,Amazon  Microsoft look for big data role in self driving cars,MSFT,1
2016-04-01,Broad base can support extension of S P 500 rally,MSFT,1
2016-04-01,Tech giants back EPA in climate rule legal challenge,MSFT,1
2016-03-31,Microsoft looking to support ad blockers in Edge web browser,MSFT,1
2016-03-31,World of Tanks shows Belarus potential beyond Soviet era farms,MSFT,1
2016-03-31,Microsoft details subscriber growth in cloud,MSFT,1
2016-03-30,Microsoft s Windows 10 reaches 270 million users  no mobile numbers,MSFT,0
2016-03-30,Microsoft s artificial intelligence  chatbot  messes up again on Twitter,MSFT,1
2016-03-29,Top 5 Things to Know In the Market on Tuesday,MSFT,1
2016-03-29,U S  futures slip ahead of Yellen s speech  Fed rate hikes in focus,MSFT,1
2016-03-29,Wall Street shows cautious trade ahead of Yellen  oil slumps,MSFT,1
2016-03-29,Spanish court says to try alleged Islamists  renews request for US help,MSFT,1
2016-03-29,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 56 ,MSFT,1
2016-03-28,FBI wants U S  businesses to help as cyber extortion gains urgency,MSFT,1
2016-03-28,U S  stocks mixed at close of trade  Dow Jones Industrial Average up 0 11 ,MSFT,0
2016-03-28,Pandora Media s founder returns as CEO  shares fall,MSFT,1
2016-03-28,U S  government drops legal action against Apple in San Bernardino case,MSFT,1
2016-03-26,Microsoft apologizes for offensive tirade by its  chatbot   ,MSFT,1
2016-03-26,Microsoft meets with private equity over Yahoo deal,MSFT,1
2016-03-24,Brazilian turbulence may offer value for careful stockpickers,MSFT,1
2016-03-24,Microsoft s AI Twitter bot goes dark after racist  sexist tweets,MSFT,0
2016-03-24,France fines Google over  right to be forgotten ,MSFT,1
2016-03-24,Microsoft told potential Yahoo bidders it might back bids  report,MSFT,0
2016-03-23,Judge dismisses ex LA Clippers owner Sterling s lawsuit vs NBA,MSFT,0
2016-03-22,The next big thing in phones may not be a phone,MSFT,1
2016-03-22,Red Hat Counting On These 2 Factors To Boost Earnings,MSFT,1
2016-03-22,Poll  Apple s privacy fight does not win extra points for security,MSFT,0
2016-03-22,U S  charges three Syrian hackers  Justice Department,MSFT,0
2016-03-22,U S  grants China s ZTE temporary export license through June 30,MSFT,0
2016-03-21,5 Stocks To Watch This Week  NKE  KKD  RHT  FINL  GME,MSFT,1
2016-03-18,Microsoft apologizes for GDC party with skimpily clad dancers,MSFT,1
2016-03-18,U S  stocks cap fifth straight positive week  its best streak since 2014,MSFT,1
2016-03-18,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 69 ,MSFT,1
2016-03-16,Best of both worlds  Norway is in two minds about EU ties,MSFT,1
2016-03-15,Apple  U S  founders would be  appalled  by DOJ iPhone request,MSFT,0
2016-03-14,Smartphones not so smart with urgent medical questions,MSFT,0
2016-03-11,Skype co founder launches ultra private messaging  with video,MSFT,1
2016-03-10,Bridgewater continues management transition with Rubinstein co CEO hire,MSFT,1
2016-03-10,Apple  raised technological barriers  to stop warrant in iPhone case  U S  government,MSFT,0
2016-03-10,Former Microsoft CEO Ballmer does about face on Linux technology,MSFT,1
2016-03-10,Opera becomes first big browser maker with built in ad blocker,MSFT,1
2016-03-08,GM says shareholder groups need 3 percent stake to nominate directors,MSFT,1
2016-03-07,Microsoft takes on Oracle  opening up database software to Linux,MSFT,0
2016-03-07,Mac ransomware caught before large number of computers infected,MSFT,0
2016-03-05,U S  National Guard may join cyber offense against Islamic State  Carter,MSFT,1
2016-03-05,Apple case exposes ongoing government rift over encryption policy,MSFT,0
2016-03-04,Police say criminals like Apple iPhones because of encryption,MSFT,0
2016-03-03,Wall Street falls as health  tech stocks drag,MSFT,1
2016-03-03,Amazon launches two Alexa digital assistant based gadgets,MSFT,1
2016-03-03,U S  defense chief urges Congress to stick to bipartisan budget deal,MSFT,1
2016-03-02,Privacy groups urge U S  judge to support Apple in iPhone case,MSFT,1
2016-03-02,U S  hi tech energy agency chief aims to outperform Tesla,MSFT,1
2016-03-01,How Stock Market Investing Has Changed in the World of Tech Disruptions,MSFT,1
2016-02-29,Judicial panel members consider legal brief in Apple case  sources,MSFT,1
2016-02-29,N Y  judge backs Apple in encryption fight with government,MSFT,0
2016-02-28,Your Best Bet For Ten Bagger Returns In This Market,MSFT,1
2016-02-27,Dow settlement signals impact of Scalia death on class actions,MSFT,0
2016-02-26,US Stocks Close Higher  Oil Prices Gain Ground,MSFT,0
2016-02-26,Finding That Elusive 90 Cent Dollar,MSFT,1
2016-02-25,Wall Street rallies as battered investors eye support,MSFT,1
2016-02-25,Apple calls FBI iPhone request  unprecedented  in court filing,MSFT,0
2016-02-24,Can Salesforce Maintain Its String Of Strong Earnings ,MSFT,1
2016-02-24,Space projects lured  1 8 billion in venture capital last year  report,MSFT,1
2016-02-24,Salesforce com faces scrutiny as Wall St frets over cloud spending,MSFT,1
2016-02-24,Justice Department  Silicon Valley discuss online extremism,MSFT,1
2016-02-23,U S  government  Apple take encryption case to court of public opinion,MSFT,0
2016-02-23,U S  stocks lower at close of trade  Dow Jones Industrial Average down 1 14 ,MSFT,0
2016-02-22,TTWO Stock  Here s Why Take Two Interactive Software Is Underrated,MSFT,0
2016-02-18,Branson s Virgin Galactic moves to return to space race ,MSFT,1
2016-02-16,Global Asset Allocation Update,MSFT,0
2016-02-16,Earnings Watch  5 On Deck,MSFT,1
2016-02-15,Can Rackspace Deliver Strong Earnings In A Concentrated Market  ,MSFT,1
2016-02-10,Google to scrub web search results more widely to soothe EU objections,MSFT,1
2016-02-08,Tech stocks extend losses  valuations dented,MSFT,0
2016-02-08,Cisco s quarterly report to offer gauge of technology demand,MSFT,0
2016-02-05,Showdown in Europe over privacy has U S  firms ducking for cover,MSFT,1
2016-02-05,Microsoft recalls 2 3 million power cords sold with Surface Pro tablets,MSFT,0
2016-02-05,IBM tries to bolster cloud growth with developer tools,MSFT,1
2016-02-03,Cisco to pay  1 4 billion for Internet of Things firm Jasper,MSFT,0
2016-02-03,Apple ordered to pay  625 million in patent dispute with VirnetX,MSFT,1
2016-02-02,Yahoo Expected To Report Underwhelming Q4 Earnings,MSFT,0
2016-02-01,Nokia patent sales forecast falls short after Samsung deal,MSFT,0
2016-01-31,Major Indices Rally  Narrowing Their Monthly Losses,MSFT,0
2016-01-29,4 Stocks To Watch  INXN  MLNX  ROVI  SEDG,MSFT,1
2016-01-29,Microsoft s secret weapon for growth in the cloud  email,MSFT,1
2016-01-29,Wall St  up as weak GDP spurs hope of slower rate hikes,MSFT,0
2016-01-29,Apple building secret team to work on virtual reality  FT,MSFT,1
2016-01-28,Data privacy bill in Congress  trans Atlantic deal elusive,MSFT,0
2016-01-28,Microsoft beats Wall Street view on high demand for cloud products,MSFT,1
2016-01-28,5 Stocks To Watch Today  UA  CAT  AMZN  MSFT  CVX,MSFT,1
2016-01-28,Earnings Watch  Microsoft On Deck,MSFT,1
2016-01-27,Earnings Watch  All Eyes On Amazon,MSFT,1
2016-01-26,Can VMware Report Strong Q4 Earnings In Spite Of Plunging Share Prices ,MSFT,0
2016-01-26,Robot arm sorts and stacks delicate fruits,MSFT,1
2016-01-26,Big Pharma s bet on Big Data creates opportunities and risks,MSFT,1
2016-01-26,High tech  incubator  nurtures Gaza start ups with industry s help,MSFT,1
2016-01-24,Buy Or Sell  We Rate These 4 Tech Giants,MSFT,1
2016-01-22,U S  privacy  ombudsman  idea floated in EU U S  data pact talks,MSFT,0
2016-01-22,Visual China buys Corbis Entertainment ,MSFT,1
2016-01-21,Reversal Day Yesterday  Let s Go To The Charts ,MSFT,1
2016-01-20,Here come the robots  Davos bosses brace for big technology shocks,MSFT,1
2016-01-20,EU wants stricter controls over U S  snooping powers in data pact talks,MSFT,0
2016-01-20,U S  lawmakers delay bill on European data privacy deal,MSFT,0
2016-01-20,News Corp denies rumors of Twitter bid,MSFT,1
2016-01-20,IBM s gloomy forecast weighs down shares,MSFT,0
2016-01-19,Uneven Macro Environment Makes Cisco Systems A Good Buy,MSFT,1
2016-01-15,Growth funds dumping Apple stock as iPhone sales seen sagging  value managers moving in,MSFT,0
2016-01-13,1704 On SPX  Not So Far Fetched,MSFT,0
2016-01-12,New venture aims to fill customer service void in healthcare,MSFT,1
2016-01-11,A Terrible Start  3 Ultra Safe Stocks For A Market Bust,MSFT,0
2016-01-11,Why The Notion Of  Cash On The Sidelines  Is Pure Nonsense,MSFT,1
2016-01-11,Bonus Stock To Watch  Microsoft,MSFT,1
2016-01-10,Illumina  partners make  100 million bet to detect cancer via blood test,MSFT,0
2016-01-08,U S  to form new task force to fight online militant propaganda,MSFT,1
2016-01-08,Former Cardinals exec pleads guilty to hacking into Astros  network,MSFT,0
2016-01-07,Mobileye wants automakers to share maps for autonomous cars  chairman,MSFT,1
2016-01-06,Historical Review Of Gold And Silver As Their Bull Markets Continue,MSFT,1
2016-01-06,Samsung Electronics at risk of 2016 profit drop on components headwinds,MSFT,1
2016-01-05,S P 500 Boosted Disproportionately By 8 Successful Big Caps In 2015,MSFT,1
2016-01-05,China regulator queries Microsoft on findings in anti trust probe,MSFT,0
2016-01-04,Nokia to move swiftly after taking control of Alcatel Lucent,MSFT,1
2016-01-04,Microsoft s latest operating system running on 200 million devices,MSFT,1
2016-01-04,Apple shares off but weather U S  market selloff,MSFT,0
2016-01-04,A Very Difficult Year,MSFT,0
2016-01-04,S P 500  Top 5 Performers Of 2015,MSFT,1
2015-12-31,Microsoft failed to warn victims of Chinese email hack  former employees,MSFT,0
2015-12-30,What Is Amazon com Up To In The Cloud In 2016 ,MSFT,1
2015-12-30,Exclusive  Microsoft to warn email users of suspected hacking by governments,MSFT,1
2015-12-28,Microsoft Might Disappoint In 2016,MSFT,1
2015-12-28,Tech giants spot opportunity in forecasting China s smog,MSFT,0
2015-12-27,U S  Stocks In 2016  Keep An Eye On The Global Economy,MSFT,1
2015-12-23,Juniper breach reflects risk of  back doors   researchers,MSFT,1
2015-12-22,iFOREX Daily Analysis December 22 2015,MSFT,1
2015-12-21,Obamacare  tech stocks boost Wall Street,MSFT,1
2015-12-20,Dividend Growth Stocks For A Low Price Return Stock Market,MSFT,0
2015-12-18,Friday s Trades  Throwing Santa Under The Sleigh,MSFT,1
2015-12-16,Can Oracle Shine Above The Cloud Infrastructure ,MSFT,0
2015-12-16,Europeans to be  masters  of their personal data  senior official,MSFT,1
2015-12-16,Tesla rival NextEV hires former Cisco tech chief Padmasree Warrior,MSFT,1
2015-12-16,China calls for Internet front to fight hacking  cyber  arms race ,MSFT,0
2015-12-15,Firms to face stiff fines under new EU data protection law,MSFT,0
2015-12-11,5 Stocks To Watch  KSS  ITW  MSFT  BEAV  GILD,MSFT,1
2015-12-11,Musk  other tech chiefs back artificial intelligence startup with  1 billion,MSFT,1
2015-12-09,EU explores whether Google  Yahoo should pay for showing online news snippets,MSFT,1
2015-12-04,Finland s Nokia closes maps unit sale to German car makers,MSFT,1
2015-12-04,With an eye on Russia  Estonia seeks security in computing cloud,MSFT,1
2015-12-03,Weather delays Orbital s return to International Space Station,MSFT,0
2015-12-02,Facebook s Zuckerberg takes philanthropy into profit  politics ,MSFT,1
2015-12-01,Swing Trading Watch List  GPRE  PBI  MSFT  BLL  CCE,MSFT,1
2015-12-01,Facebook s CEO and wife to give 99 percent of shares to couple s foundation,MSFT,1
2015-12-01,US Companies Join Strong Climate Pact,MSFT,1
2015-11-30,Microsoft Climbs On Cloud Confidence,MSFT,1
2015-11-30,Bill Gates Launches Clean Energy Fund,MSFT,1
2015-11-30,Goldman backs low emissions stocks as climate talks start,MSFT,0
2015-11-30,Today s Trading Plan  Ready For A Move,MSFT,1
2015-11-29,Tactical Views On The Year s End And Beyond,MSFT,1
2015-11-27,Microsoft s Gates to start multi billion dollar clean tech initiative,MSFT,1
2015-11-26,October Disposable Income Per Capita Rose 0 35   0 29  When Adjusted,MSFT,1
2015-11-24,Sassy woman or machine  Tech giants divided over digital assistants,MSFT,1
2015-11-20,Apple wins patent trial against Pendrell subsidiary,MSFT,0
2015-11-19,Google names VMware co founder Diane Greene to lead cloud push,MSFT,1
2015-11-19,Tech group rejects post Paris call for data encryption  backdoors ,MSFT,0
2015-11-19,Nokia remains bullish about Africa business despite economic slowdown,MSFT,1
2015-11-18,Shunning protocol  Obama interviews Alibaba billionaire Ma ,MSFT,1
2015-11-18,Activision s new  Call of Duty  game rakes in  550 million in three days,MSFT,1
2015-11-17,Earnings Watch   CRM  Giant On Deck,MSFT,1
2015-11-15,First Weekly S P Decline After 6 Weeks Of Gains,MSFT,0
2015-11-15,Amazon  Securing Its Place As The  Nifty 1  ,MSFT,1
2015-11-13,Russia s Yandex says complained to EU over Google s Android,MSFT,1
2015-11-13,Hired gun hacking played key role in JPMorgan  Fidelity breaches,MSFT,1
2015-11-12,Germany  U S  in hot pursuit of  messenger  drug molecules,MSFT,0
2015-11-12,Why Amazon com  Inc  Is Way Ahead When It Comes To Cloud,MSFT,0
2015-11-11,Facebook reports spike in government requests for data,MSFT,0
2015-11-11,Microsoft to offer cloud services from Germany,MSFT,1
2015-11-10,Google defeats most claims in browser tracking lawsuit,MSFT,0
2015-11-10,Microsoft launches cloud based blockchain platform with Brooklyn start up,MSFT,1
2015-11-09,Finnish company launches pocket PC,MSFT,1
2015-11-08,SPX Stalls Above Long Term Support  Gold Challenges Cycle Bottom,MSFT,1
2015-11-08,Activist stampede pushes board directors into shareholders  arms,MSFT,1
2015-11-06,EU aims to seal data transfer deal with U S  in three months,MSFT,1
2015-11-06,NSA says how often  not when  it discloses software flaws ,MSFT,0
2015-11-05,EU seeks to reassure companies about transatlantic data transfers,MSFT,0
2015-11-04,UK unveils powers to spy on Web use  raising privacy fears,MSFT,1
2015-11-04,Fancy a sauna  Or a headbang  Finland launches national  emojis ,MSFT,1
2015-11-03,Energy  tech push stocks up  Nasdaq 100 sets record,MSFT,1
2015-11-03,Here s What Shorting Best Buy Taught Me,MSFT,1
2015-11-03,Activision Blizzard buys  Candy Crush  maker in mobile push,MSFT,1
2015-10-29,The Spoilers Today,MSFT,0
2015-10-27,Market Cheers Central Banks And Big Earnings,MSFT,1
2015-10-27,U S  Stock Markets  Why I Remain Bullish,MSFT,0
2015-10-27,Don t Fight Central Banks  But Be Afraid  And Prepared  ,MSFT,1
2015-10-26,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 14 ,MSFT,0
2015-10-26,China Surprise Rate Cut Lifts Stock Markets ,MSFT,1
2015-10-26,U S  stocks mixed as sell off in energy sector  Apple weigh,MSFT,0
2015-10-26,Microsoft And Alphabet  A Relative Value Proposition,MSFT,1
2015-10-25,Has The Market Trend Shifted From Bull To Bear ,MSFT,1
